,Unnamed: 0,BEATS_HC,BEATS_kmeans,BEATS_Length
0,Coffee,0.979270311850719,0.9607004892291364,0.2937062937062937
1,FordA,1.2559159548558751,1.2043825152340493,0.33
2,FordB,1.2743558862224986,1.2260079164942634,0.33
3,OSULeaf,0.971302440300597,0.9444597178954065,0.3231850117096019
4,Phoneme,1.0509278193523046,0.9487990712458183,0.3544921875
5,ToeSegmentation1,0.9968737657871103,0.9436303712257695,0.2924187725631769
6,Worms,1.032730542913714,0.9579489608637661,0.35
7,WormsTwoClass,1.1053264021359097,1.0415560720672412,0.35
