,Unnamed: 0,Lagrangian_HC,Lagrangian_kmeans,Lagrangian_Length
0,Coffee,1.0462332989903043,0.9776394630112949,0.2937062937062937
1,FordA,0.988242472701945,1.0030852349584167,0.33
2,FordB,0.9981608584370456,1.0020150194637907,0.33
3,OSULeaf,1.0070095850513179,0.999432126245137,0.3231850117096019
4,Phoneme,1.000436693437703,1.0031684158614913,0.3544921875
5,ToeSegmentation1,0.9878708222310252,1.005339188359459,0.2924187725631769
6,Worms,1.0095790731759096,1.0004895284761437,0.35
7,WormsTwoClass,1.0290842682063703,1.0008782636351599,0.35
