,Unnamed: 0,Eigen_HC,Eigen_kmeans,Eigen_Length
0,Coffee,0.9467008531755332,0.9533369093382048,0.2937062937062937
1,FordA,1.3557669375595864,1.275198381279235,0.33
2,FordB,1.3513977509676571,1.2984162222105586,0.33
3,OSULeaf,0.9848153149668017,0.9521508424345971,0.3231850117096019
4,Phoneme,1.0679476807203254,0.9513400900082293,0.3544921875
5,ToeSegmentation1,1.023116952964057,0.9704935753434175,0.2924187725631769
6,Worms,1.0436690745050539,0.9413575982061532,0.35
7,WormsTwoClass,1.1418701326084664,1.065772786611513,0.35
