,Unnamed: 0,PAA_HC,PAA_kmeans,PAA_Length
0,Coffee,1.0462545686447835,0.9768689403045931,0.2937062937062937
1,FordA,0.9901866032443292,1.0031134356915774,0.33
2,FordB,1.0007840850496148,1.0020417969366875,0.33
3,OSULeaf,1.0069596489102648,1.0033793836788265,0.3231850117096019
4,Phoneme,1.0027701341601358,0.9943142916311398,0.3544921875
5,ToeSegmentation1,1.0153867702466333,1.0051605975601885,0.2924187725631769
6,Worms,1.0122139411462452,0.9932740367223017,0.35
7,WormsTwoClass,1.0048610319902798,1.000848486670424,0.35
