,Unnamed: 0,BEATS_SVC,BEATS_RF,BEATS_Length
0,Coffee,0.9615384615384616,1.0,0.2937062937062937
1,FordA,0.9313459801264677,0.9757516973811835,0.33
2,FordB,0.9245614035087718,0.8822463768115941,0.33
3,OSULeaf,1.0743801652892562,1.0416666666666667,0.3231850117096019
4,Phoneme,1.758771929824561,1.7527272727272731,0.3544921875
5,ToeSegmentation1,1.0758620689655174,0.9662162162162161,0.2924187725631769
6,Worms,1.3823529411764703,1.1363636363636365,0.35
7,WormsTwoClass,1.2083333333333335,1.2244897959183674,0.35
