,Unnamed: 0,Eigen_SVC,Eigen_RF,Eigen_Length
0,Coffee,1.0769230769230769,1.0,0.2937062937062937
1,FordA,0.9205058717253841,0.9835111542192049,0.33
2,FordB,0.9508771929824562,0.894927536231884,0.33
3,OSULeaf,1.0661157024793388,1.0333333333333337,0.3231850117096019
4,Phoneme,1.9605263157894735,1.945454545454546,0.3544921875
5,ToeSegmentation1,1.0275862068965518,0.9189189189189189,0.2924187725631769
6,Worms,1.4117647058823528,1.1363636363636365,0.35
7,WormsTwoClass,1.25,1.3265306122448979,0.35
