,Unnamed: 0,Lagrangian_SVC,Lagrangian_RF,Lagrangian_Length
0,Coffee,1.0384615384615385,0.9642857142857144,0.2937062937062937
1,FordA,0.9792231255645889,0.9612027158098935,0.33
2,FordB,0.994736842105263,0.9800724637681159,0.33
3,OSULeaf,1.0082644628099173,1.0,0.3231850117096019
4,Phoneme,1.0438596491228067,1.050909090909091,0.3544921875
5,ToeSegmentation1,1.006896551724138,0.9932432432432432,0.2924187725631769
6,Worms,1.0,1.0454545454545454,0.35
7,WormsTwoClass,1.0208333333333333,0.9591836734693877,0.35
