,Unnamed: 0,PAA_SVC,PAA_RF,PAA_Length
0,Coffee,1.0384615384615385,0.9642857142857144,0.2937062937062937
1,FordA,0.9990966576332431,0.9709020368574202,0.33
2,FordB,0.9754385964912281,0.9565217391304349,0.33
3,OSULeaf,1.0082644628099173,0.9750000000000001,0.3231850117096019
4,Phoneme,1.2982456140350875,1.130909090909091,0.3544921875
5,ToeSegmentation1,1.006896551724138,1.0472972972972974,0.2924187725631769
6,Worms,1.0,0.9318181818181818,0.35
7,WormsTwoClass,1.0208333333333333,1.0,0.35
